date,avg (temperature),max (temperature),min (temperature),avg (humidity),max (humidity),min (humidity),power,label,avg(wind speed),avg(local pressure),avg(cloud cover),avg(ground temperature),avg(evaporation volume),sun_rise,sun_max,sun_set,day_duration,night_duration,day_avg_temperature_app,night_avg_temperature_app,Nitrogen Dioxide Concentration (ppm),Ozone Concentration (ppm),Carbon Monoxide Concentration (ppm),Sulfur Dioxide Concentration (ppm),Particulate Matter (㎍/㎥),Fine Particulate Matter (㎍/㎥),AQI
2021-09-14,24.71,29.4,20.0,63.35,86,43,268.57,0,2.4,1002.8,7.6,25.4,3.0,6:13,12:27:35,18:41,0 days 12:28:00,0 days 11:32:00,27.055,22.355,0.015,0.026,0.3,0.002,18.0,10.0,63.0
2021-09-15,23.76,28.8,19.7,57.48,73,45,257.55,0,2.6,1003.5,9.8,25.3,1.3,6:14,12:27:13,18:40,0 days 12:26:00,0 days 11:34:00,26.28,21.73,0.009,0.03,0.2,0.002,14.0,7.0,55.0
2021-09-16,22.86,27.1,18.1,60.57,75,47,236.33,0,1.7,1001.6,9.9,25.1,1.3,6:15,12:26:52,18:38,0 days 12:23:00,0 days 11:37:00,24.98,20.48,0.011,0.027,0.2,0.002,10.0,5.0,42.0
2021-09-17,23.59,27.9,20.6,61.7,72,47,187.65,0,1.4,1000.1,8.0,25.0,2.4,6:16,12:26:31,18:37,0 days 12:21:00,0 days 11:39:00,25.745,22.095,0.011,0.026,0.2,0.002,9.0,5.0,38.0
2021-09-18,23.83,29.3,19.0,64.39,80,46,198.21,0,1.9,1002.0,3.8,25.0,2.8,6:16,12:26:09,18:35,0 days 12:19:00,0 days 11:41:00,26.565,21.415,0.012,0.025,0.3,0.002,9.0,5.0,38.0
2021-09-19,23.86,27.5,21.2,63.74,77,51,249.11,0,1.6,1003.6,8.6,24.9,1.9,6:17,12:25:48,18:34,0 days 12:17:00,0 days 11:43:00,25.68,22.53,0.014,0.023,0.3,0.002,11.0,6.0,46.0
2021-09-20,23.56,28.0,19.1,63.57,81,50,157.64,0,2.7,1000.5,9.4,24.9,1.1,6:18,12:25:27,18:32,0 days 12:14:00,0 days 11:46:00,25.78,21.33,0.01,0.029,0.3,0.002,11.0,7.0,46.0
2021-09-21,22.39,26.1,19.5,83.09,98,62,191.64,0,2.3,1001.5,7.1,24.9,2.4,6:19,12:25:06,18:31,0 days 12:12:00,0 days 11:48:00,24.245,20.945,0.011,0.036,0.3,0.002,15.0,9.0,57.0
2021-09-22,20.29,24.1,16.8,79.7,98,58,266.21,0,1.7,1005.6,2.0,24.7,4.0,6:20,12:24:44,18:29,0 days 12:09:00,0 days 11:51:00,22.195,18.545,0.011,0.035,0.3,0.002,11.0,6.0,46.0
2021-09-23,20.85,25.6,16.9,67.13,86,52,169.5,0,2.5,1009.4,4.6,24.5,4.6,6:21,12:24:23,18:28,0 days 12:07:00,0 days 11:53:00,23.225,18.875,0.016,0.026,0.3,0.002,15.0,8.0,57.0
2021-09-24,21.82,26.8,16.8,67.57,88,48,240.17,0,2.9,1009.5,5.4,24.3,4.3,6:22,12:24:03,18:26,0 days 12:04:00,0 days 11:56:00,24.31,19.31,0.015,0.022,0.3,0.002,15.0,9.0,57.0
2021-09-25,21.09,23.0,18.7,72.74,79,67,237.6,0,2.3,1006.0,9.6,24.1,2.2,6:22,12:23:42,18:24,0 days 12:02:00,0 days 11:58:00,22.045,19.895,0.012,0.017,0.2,0.002,7.0,3.0,29.0
2021-09-26,22.67,27.2,18.5,63.96,80,51,240.31,0,2.4,1002.4,10.0,24.0,0.6,6:23,12:23:21,18:23,0 days 12:00:00,0 days 12:00:00,24.935,20.585,0.009,0.023,0.2,0.002,6.0,3.0,25.0
2021-09-27,21.52,24.6,18.7,65.52,73,55,254.19,0,1.8,1000.7,9.1,23.8,1.4,6:24,12:23:01,18:21,0 days 11:57:00,0 days 12:03:00,23.06,20.11,0.013,0.022,0.2,0.002,9.0,4.0,38.0
2021-09-28,21.49,24.3,19.6,73.7,94,56,277.83,0,2.0,1003.2,5.0,23.7,3.2,6:25,12:22:40,18:20,0 days 11:55:00,0 days 12:05:00,22.895,20.545,0.017,0.017,0.3,0.002,10.0,6.0,42.0
2021-09-29,20.32,21.2,18.3,93.65,98,87,278.73,0,1.4,1003.7,7.1,23.6,3.7,6:26,12:22:20,18:18,0 days 11:52:00,0 days 12:08:00,20.76,19.31,0.022,0.012,0.3,0.002,13.0,7.0,53.0
2021-09-30,20.37,25.8,16.1,83.78,99,63,248.51,0,2.2,1000.5,6.1,23.5,1.7,6:27,12:22:00,18:17,0 days 11:50:00,0 days 12:10:00,23.085,18.235,0.021,0.012,0.4,0.003,19.0,11.0,66.0
2021-10-01,21.34,27.2,17.0,74.91,95,45,243.99,0,2.4,1004.2,0.1,23.5,4.1,6:28,12:21:41,18:15,0 days 11:47:00,0 days 12:13:00,24.27,19.17,0.022,0.027,0.4,0.003,34.0,20.0,97.0
2021-10-02,20.64,26.2,16.5,76.96,95,53,212.47,0,1.7,1007.6,2.0,23.3,4.2,6:28,12:21:22,18:14,0 days 11:46:00,0 days 12:14:00,23.42,18.57,0.021,0.031,0.3,0.003,25.0,14.0,78.0
2021-10-03,22.31,28.7,17.1,70.39,95,40,204.47,0,1.7,1007.0,4.9,23.1,2.0,6:29,12:21:03,18:12,0 days 11:43:00,0 days 12:17:00,25.505,19.705,0.021,0.027,0.4,0.003,34.0,24.0,97.0
2021-10-04,22.62,25.5,19.3,79.7,92,74,206.96,0,2.1,1003.6,5.8,22.8,2.5,6:30,12:20:44,18:11,0 days 11:41:00,0 days 12:19:00,24.06,20.96,0.023,0.019,0.3,0.003,37.0,20.0,105.0
2021-10-05,23.84,26.4,22.1,82.0,90,66,193.44,0,2.6,1006.2,2.3,22.6,4.0,6:31,12:20:26,18:09,0 days 11:38:00,0 days 12:22:00,25.12,22.97,0.017,0.028,0.2,0.003,37.0,16.0,105.0
2021-10-06,18.92,21.5,18.0,92.22,99,84,190.09,0,1.6,1008.5,5.6,22.3,3.4,6:32,12:20:08,18:08,0 days 11:36:00,0 days 12:24:00,20.21,18.46,0.016,0.014,0.3,0.002,6.0,3.0,25.0
2021-10-07,19.56,21.8,18.2,85.3,95,75,173.46,0,2.1,1011.5,7.8,22.0,2.7,6:33,12:19:51,18:06,0 days 11:33:00,0 days 12:27:00,20.68,18.88,0.024,0.012,0.3,0.003,14.0,8.0,55.0
2021-10-08,18.7,20.0,17.5,91.26,94,87,127.59,0,2.5,1012.4,8.4,21.7,1.7,6:34,12:19:34,18:05,0 days 11:31:00,0 days 12:29:00,19.35,18.1,0.025,0.006,0.4,0.003,19.0,11.0,66.0
2021-10-09,20.85,24.0,18.6,83.17,91,73,186.33,0,1.9,1009.1,6.0,21.5,2.3,6:35,12:19:17,18:03,0 days 11:28:00,0 days 12:32:00,22.425,19.725,0.016,0.015,0.3,0.003,10.0,5.0,42.0
2021-10-10,20.22,24.1,15.1,89.35,95,81,202.66,0,1.6,1010.4,0.0,21.3,3.3,6:36,12:19:01,18:02,0 days 11:26:00,0 days 12:34:00,22.16,17.66,0.019,0.018,0.4,0.003,20.0,12.0,68.0
2021-10-11,15.09,17.5,12.6,79.17,90,68,229.75,0,1.7,1013.8,0.5,,3.5,6:36,12:18:46,18:00,0 days 11:24:00,0 days 12:36:00,16.295,13.845,0.013,0.019,0.3,0.003,26.0,10.0,80.0
2021-10-12,18.01,21.3,15.8,66.7,78,55,168.05,0,1.5,1013.5,4.1,21.1,2.6,6:37,12:18:31,17:59,0 days 11:22:00,0 days 12:38:00,19.655,16.905,0.011,0.025,0.2,0.002,10.0,4.0,42.0
2021-10-13,19.57,25.0,14.9,65.87,75,52,169.41,0,1.5,1007.1,7.6,20.9,1.7,6:38,12:18:16,17:58,0 days 11:20:00,0 days 12:40:00,22.285,17.235,0.015,0.023,0.2,0.002,11.0,5.0,46.0
2021-10-14,19.82,23.8,17.4,73.57,86,54,221.05,0,1.4,999.8,5.5,20.8,1.1,6:39,12:18:02,17:56,0 days 11:17:00,0 days 12:43:00,21.81,18.61,0.024,0.021,0.3,0.003,19.0,10.0,66.0
2021-10-15,19.07,21.4,17.0,74.48,85,58,196.05,0,2.0,1000.1,2.0,20.7,2.6,6:40,12:17:49,17:55,0 days 11:15:00,0 days 12:45:00,20.235,18.035,0.016,0.025,0.3,0.003,25.0,13.0,78.0
2021-10-16,11.39,17.5,4.4,48.17,64,32,210.43,0,2.4,1004.6,0.0,20.5,3.5,6:41,12:17:36,17:54,0 days 11:13:00,0 days 12:47:00,14.445,7.895,,,,,,,
2021-10-17,5.64,10.6,1.3,37.91,47,27,267.31,0,1.6,1008.7,0.0,20.4,3.4,6:42,12:17:23,17:52,0 days 11:10:00,0 days 12:50:00,8.12,3.47,,,,,,,
2021-10-18,9.29,15.7,2.9,57.43,91,41,204.73,0,2.1,1008.6,4.0,20.2,2.6,6:43,12:17:12,17:51,0 days 11:08:00,0 days 12:52:00,12.495,6.095,,,,,,,
2021-10-19,11.25,14.5,7.7,74.09,94,49,211.92,0,1.5,1004.4,9.5,19.9,1.2,6:44,12:17:01,17:49,0 days 11:05:00,0 days 12:55:00,12.875,9.475,,,,,,,
2021-10-20,9.61,15.5,4.8,64.35,85,38,243.6,0,3.2,1006.6,1.3,19.8,3.5,6:45,12:16:50,17:48,0 days 11:03:00,0 days 12:57:00,12.555,7.205,,,,,,,
2021-10-21,9.81,15.8,5.0,63.26,86,40,161.3,0,2.3,1009.6,1.1,19.7,3.2,6:46,12:16:40,17:47,0 days 11:01:00,0 days 12:59:00,12.805,7.405,,,,,,,
2021-10-22,10.9,17.2,5.2,59.17,85,34,220.99,0,1.7,1012.2,4.3,19.4,2.3,6:47,12:16:31,17:46,0 days 10:59:00,0 days 13:01:00,14.05,8.05,,,,,,,
2021-10-23,11.48,18.3,5.9,57.04,80,30,185.58,0,1.7,1011.7,3.8,19.1,2.2,6:48,12:16:23,17:44,0 days 10:56:00,0 days 13:04:00,14.89,8.690000000000001,,,,,,,
2021-10-24,11.34,17.6,6.1,63.83,84,38,162.65,0,1.7,1009.4,5.0,18.9,1.6,6:49,12:16:15,17:43,0 days 10:54:00,0 days 13:06:00,14.47,8.719999999999999,,,,,,,
2021-10-25,11.71,17.3,6.4,64.3,88,39,166.08,0,1.4,1007.3,4.0,18.8,2.0,6:50,12:16:08,17:42,0 days 10:52:00,0 days 13:08:00,14.505,9.055,,,,,,,
2021-10-26,12.83,18.7,7.7,73.78,90,50,173.17,0,2.1,1003.8,8.9,18.7,1.4,6:51,12:16:01,17:41,0 days 10:50:00,0 days 13:10:00,15.765,10.265,,,,,,,
2021-10-27,13.69,18.0,10.3,64.52,92,34,173.32,0,1.9,1004.0,3.8,18.7,2.0,6:52,12:15:56,17:39,0 days 10:47:00,0 days 13:13:00,15.845,11.995,,,,,,,
2021-10-28,12.73,19.4,7.2,54.13,74,32,190.18,0,1.4,1007.8,0.0,18.7,2.7,6:53,12:15:51,17:38,0 days 10:45:00,0 days 13:15:00,16.064999999999998,9.965,,,,,,,
2021-10-29,14.62,20.5,10.6,54.57,66,37,219.82,0,1.7,1010.8,0.0,18.7,2.8,6:54,12:15:46,17:37,0 days 10:43:00,0 days 13:17:00,17.56,12.61,0.029,0.023,0.5,0.003,31.0,18.0,91.0
2021-10-30,13.87,17.6,11.1,61.7,70,49,264.07,0,1.7,1011.6,1.1,18.5,2.4,6:55,12:15:43,17:36,0 days 10:41:00,0 days 13:19:00,15.735,12.485,0.031,0.01,0.4,0.003,25.0,14.0,78.0
2021-10-31,14.14,19.9,9.2,71.91,88,48,206.03,0,1.8,1010.9,5.8,18.4,2.0,6:56,12:15:40,17:35,0 days 10:39:00,0 days 13:21:00,17.02,11.67,0.028,0.02,0.5,0.003,31.0,20.0,91.0
2021-11-01,13.03,16.8,10.4,77.09,94,53,213.77,0,2.4,1006.7,9.0,18.3,1.0,6:57,12:15:38,17:34,0 days 10:37:00,0 days 13:23:00,14.915,11.715,0.026,0.025,0.5,0.003,33.0,23.0,95.0
2021-11-02,11.6,16.7,8.0,75.57,96,52,203.93,0,2.9,1005.6,4.6,18.3,3.3,6:58,12:15:37,17:33,0 days 10:35:00,0 days 13:25:00,14.15,9.8,0.028,0.018,0.5,0.003,41.0,29.0,115.0
2021-11-03,11.99,17.0,7.7,70.35,89,37,233.73,0,2.8,1004.5,7.9,18.4,1.3,6:59,12:15:37,17:32,0 days 10:33:00,0 days 13:27:00,14.495,9.845,0.032,0.012,0.5,0.003,37.0,25.0,105.0
2021-11-04,12.26,16.0,8.6,79.65,92,65,193.17,0,2.6,1009.7,5.6,18.5,1.9,7:00,12:15:37,17:31,0 days 10:31:00,0 days 13:29:00,14.13,10.43,0.042,0.008,0.6,0.003,46.0,34.0,127.0
2021-11-05,13.04,20.2,7.9,69.26,96,29,197.07,0,3.3,1005.1,9.1,18.6,0.9,7:01,12:15:39,17:30,0 days 10:29:00,0 days 13:31:00,16.619999999999997,10.47,0.042,0.01,0.7,0.004,60.0,41.0,153.0
2021-11-06,14.16,21.1,8.9,61.17,82,35,100.57,0,4.9,995.9,9.4,18.6,1.5,7:02,12:15:41,17:29,0 days 10:27:00,0 days 13:33:00,17.630000000000003,11.53,0.039,0.016,0.6,0.004,58.0,37.0,152.0
2021-11-07,15.13,20.9,9.7,57.74,77,42,228.14,0,3.2,1010.9,1.6,18.5,2.0,7:03,12:15:44,17:28,0 days 10:25:00,0 days 13:35:00,18.015,12.415,0.025,0.022,0.4,0.003,33.0,21.0,95.0
2021-11-08,9.23,15.4,4.7,80.87,93,60,126.67,0,1.7,1011.6,2.6,18.3,2.3,7:04,12:15:48,17:27,0 days 10:23:00,0 days 13:37:00,12.315,6.965,0.014,0.025,0.3,0.002,9.0,4.0,38.0
2021-11-09,5.01,6.4,3.1,81.74,90,73,143.77,0,2.1,1008.9,5.6,17.9,1.5,7:05,12:15:53,17:26,0 days 10:21:00,0 days 13:39:00,5.705,4.055,0.017,0.021,0.3,0.002,9.0,6.0,38.0
2021-11-10,4.06,7.1,0.7,72.96,90,55,130.62,0,3.9,1015.4,1.1,17.5,2.3,7:06,12:15:59,17:25,0 days 10:19:00,0 days 13:41:00,5.58,2.38,0.016,0.021,0.3,0.002,15.0,8.0,57.0
2021-11-11,5.43,9.1,2.3,61.04,81,51,216.23,0,2.2,1017.8,1.9,17.1,1.8,7:08,12:16:05,17:24,0 days 10:16:00,0 days 13:44:00,7.265,3.865,0.017,0.021,0.3,0.002,19.0,8.0,66.0
2021-11-12,4.59,8.2,1.5,55.96,74,40,189.39,0,2.2,1016.6,0.0,16.7,1.8,7:09,12:16:13,17:23,0 days 10:14:00,0 days 13:46:00,6.395,3.045,0.016,0.019,0.4,0.002,21.0,10.0,70.0
2021-11-13,6.92,12.9,0.6,65.26,79,50,187.34,0,2.3,1017.3,0.0,16.1,1.9,7:10,12:16:21,17:23,0 days 10:13:00,0 days 13:47:00,9.91,3.76,0.034,0.009,0.5,0.003,27.0,14.0,82.0
2021-11-14,11.33,16.2,7.9,68.83,83,39,206.48,0,1.7,1015.9,2.3,15.6,1.7,7:11,12:16:30,17:22,0 days 10:11:00,0 days 13:49:00,13.765,9.615,0.033,0.02,0.6,0.004,49.0,26.0,134.0
2021-11-15,10.21,15.7,5.9,71.26,94,37,180.7,0,1.5,1016.9,4.0,15.1,1.6,7:12,12:16:40,17:21,0 days 10:09:00,0 days 13:51:00,12.955,8.055,0.036,0.013,0.6,0.003,58.0,26.0,152.0
2021-11-16,8.71,13.3,4.6,66.22,91,35,139.35,0,1.9,1008.4,9.0,14.7,0.5,7:13,12:16:51,17:20,0 days 10:07:00,0 days 13:53:00,11.005,6.655,0.034,0.013,0.6,0.003,51.0,24.0,139.0
2021-11-17,7.41,12.2,2.7,63.91,87,37,179.7,0,2.9,1003.1,4.3,14.4,1.4,7:14,12:17:02,17:20,0 days 10:06:00,0 days 13:54:00,9.805,5.055,0.037,0.009,0.5,0.003,36.0,20.0,102.0
2021-11-18,11.57,15.8,7.8,69.7,83,60,163.64,0,3.5,1007.3,0.0,14.2,1.6,7:15,12:17:15,17:19,0 days 10:04:00,0 days 13:56:00,13.685,9.685,0.032,0.027,0.4,0.004,52.0,26.0,142.0
2021-11-19,13.12,16.4,10.8,84.09,94,66,211.62,0,2.4,1006.7,2.6,13.8,1.4,7:16,12:17:28,17:19,0 days 10:03:00,0 days 13:57:00,14.759999999999998,11.96,0.034,0.031,0.6,0.004,90.0,56.0,169.0
2021-11-20,10.47,15.5,7.0,78.39,94,46,162.54,0,1.5,1012.6,0.0,13.5,2.1,7:17,12:17:42,17:18,0 days 10:01:00,0 days 13:59:00,12.985,8.735,0.044,0.014,0.9,0.004,127.0,89.0,188.0
2021-11-21,10.71,13.1,8.6,73.22,92,59,228.11,0,1.7,1010.9,0.0,13.2,2.1,7:18,12:17:57,17:17,0 days 09:59:00,0 days 14:01:00,11.905,9.655,0.037,0.014,0.7,0.004,103.0,76.0,176.0
2021-11-22,3.19,6.8,-0.4,63.04,88,48,136.2,0,1.8,1005.7,4.0,12.9,1.6,7:19,12:18:13,17:17,0 days 09:58:00,0 days 14:02:00,4.995,1.395,0.011,0.025,0.3,0.003,41.0,15.0,115.0
2021-11-23,-0.55,2.0,-3.5,60.43,75,50,180.85,0,3.3,1003.2,4.4,12.8,1.7,7:20,12:18:29,17:17,0 days 09:57:00,0 days 14:03:00,0.725,-2.025,0.012,0.021,0.3,0.002,32.0,11.0,93.0
2021-11-24,3.76,8.9,-2.5,63.43,71,58,195.07,0,3.8,1017.8,0.3,12.7,1.7,7:21,12:18:47,17:16,0 days 09:55:00,0 days 14:05:00,6.33,0.6299999999999999,0.028,0.011,0.4,0.004,27.0,13.0,82.0
2021-11-25,6.0,9.8,3.1,55.87,81,34,208.74,0,1.8,1021.5,1.8,12.7,1.8,7:22,12:19:04,17:16,0 days 09:54:00,0 days 14:06:00,7.9,4.55,0.029,0.015,0.5,0.004,47.0,18.0,129.0
2021-11-26,2.93,7.1,-0.4,56.61,70,37,140.59,0,1.4,1013.6,8.9,12.4,1.2,7:23,12:19:23,17:15,0 days 09:52:00,0 days 14:08:00,5.015,1.265,0.024,0.018,0.4,0.003,26.0,13.0,80.0
2021-11-27,3.36,9.9,-1.3,53.26,70,31,128.02,0,2.4,1003.4,6.8,12.1,0.8,7:24,12:19:43,17:15,0 days 09:51:00,0 days 14:09:00,6.63,1.0299999999999998,0.029,0.013,0.6,0.004,36.0,21.0,102.0
2021-11-28,4.93,12.0,-1.3,52.61,73,29,240.47,0,3.2,1010.4,2.3,11.9,1.5,7:25,12:20:03,17:15,0 days 09:50:00,0 days 14:10:00,8.465,1.815,0.04,0.006,0.7,0.004,45.0,31.0,124.0
2021-11-29,7.54,13.3,2.6,59.78,71,49,173.75,0,2.5,1014.2,4.4,11.8,1.0,7:26,12:20:23,17:14,0 days 09:48:00,0 days 14:12:00,10.42,5.07,0.045,0.005,0.7,0.004,50.0,33.0,137.0
2021-11-30,6.22,8.6,1.1,81.87,99,65,206.55,0,2.8,1017.6,0.0,11.5,1.4,7:27,12:20:45,17:14,0 days 09:47:00,0 days 14:13:00,7.41,3.66,0.027,0.012,0.4,0.003,22.0,16.0,72.0
2021-12-01,-1.07,1.4,-2.8,51.09,60,40,165.41,0,2.0,1015.4,0.1,11.2,1.3,7:28,12:21:07,17:14,0 days 09:46:00,0 days 14:14:00,0.1649999999999999,-1.935,0.011,0.022,0.3,0.003,18.0,11.0,63.0
2021-12-02,0.92,4.8,-4.6,66.52,82,50,249.49,0,2.4,1013.6,4.0,10.9,1.3,7:29,12:21:30,17:14,0 days 09:45:00,0 days 14:15:00,2.86,-1.84,0.023,0.011,0.4,0.003,23.0,14.0,74.0
2021-12-03,2.23,4.4,-1.4,53.65,89,29,207.39,0,1.7,1015.6,0.0,10.5,1.5,7:30,12:21:53,17:14,0 days 09:44:00,0 days 14:16:00,3.3150000000000004,0.415,0.016,0.017,0.4,0.003,22.0,10.0,72.0
2021-12-04,1.37,6.8,-2.6,49.57,64,36,177.58,0,1.6,1011.1,2.5,10.2,1.6,7:31,12:22:17,17:14,0 days 09:43:00,0 days 14:17:00,4.085,-0.615,0.023,0.015,0.4,0.003,23.0,13.0,74.0
2021-12-05,2.94,9.2,-2.2,49.04,62,33,189.13,0,2.0,1006.6,3.8,9.9,1.4,7:32,12:22:42,17:13,0 days 09:41:00,0 days 14:19:00,6.069999999999999,0.3699999999999999,0.032,0.009,0.7,0.004,33.0,23.0,95.0
2021-12-06,5.29,11.9,-0.7,59.87,73,39,193.36,0,2.3,999.2,6.3,9.7,0.8,7:33,12:23:07,17:13,0 days 09:40:00,0 days 14:20:00,8.595,2.295,0.041,0.005,0.6,0.004,38.0,24.0,107.0
2021-12-07,7.02,13.0,2.6,66.91,82,46,174.32,0,2.6,1003.8,1.9,9.6,1.6,7:33,12:23:33,17:13,0 days 09:40:00,0 days 14:20:00,10.01,4.81,0.046,0.004,0.8,0.004,49.0,32.0,134.0
2021-12-08,6.83,13.2,2.1,69.74,91,45,189.07,0,3.0,1002.5,1.4,9.6,1.5,7:34,12:23:59,17:14,0 days 09:40:00,0 days 14:20:00,10.015,4.465,0.041,0.004,0.7,0.004,40.0,24.0,112.0
2021-12-09,6.26,9.6,2.8,70.17,84,59,214.47,0,2.0,1006.8,8.3,9.6,0.7,7:35,12:24:26,17:14,0 days 09:39:00,0 days 14:21:00,7.93,4.529999999999999,0.037,0.002,0.5,0.003,34.0,21.0,97.0
2021-12-10,7.17,8.2,5.9,80.09,94,68,189.12,0,0.0,1012.0,5.6,9.7,0.0,7:36,12:24:53,17:14,0 days 09:38:00,0 days 14:22:00,7.685,6.535,0.034,0.001,0.6,0.003,28.0,18.0,84.0
2021-12-11,6.01,9.3,4.5,83.96,95,68,216.78,0,0.0,1006.7,10.0,9.9,0.5,7:37,12:25:20,17:14,0 days 09:37:00,0 days 14:23:00,7.655,5.255,0.03,0.011,0.7,0.003,63.0,43.0,155.0
2021-12-12,1.72,4.8,-3.5,63.74,88,37,190.63,0,2.7,1010.5,4.9,10.2,1.0,7:37,12:25:48,17:14,0 days 09:37:00,0 days 14:23:00,3.26,-0.89,0.012,0.022,0.5,0.003,41.0,25.0,115.0
2021-12-13,-2.34,1.7,-5.8,43.43,53,28,221.78,0,2.4,1016.9,6.3,10.3,1.3,7:38,12:26:17,17:14,0 days 09:36:00,0 days 14:24:00,-0.3199999999999999,-4.07,0.02,0.016,0.3,0.003,22.0,11.0,72.0
2021-12-14,3.4,8.1,-0.3,62.13,91,48,158.52,0,4.5,1011.7,10.0,10.3,0.4,7:39,12:26:45,17:15,0 days 09:36:00,0 days 14:24:00,5.75,1.55,0.036,0.006,0.4,0.003,32.0,19.0,93.0
2021-12-15,7.29,9.6,5.5,85.52,98,67,196.41,0,3.6,1001.7,10.0,10.2,0.4,7:40,12:27:14,17:15,0 days 09:35:00,0 days 14:25:00,8.445,6.395,0.039,0.012,0.6,0.003,74.0,50.0,161.0
2021-12-16,6.5,9.7,4.2,71.74,89,38,241.17,0,5.2,1011.2,5.6,9.9,1.0,7:40,12:27:43,17:15,0 days 09:35:00,0 days 14:25:00,8.1,5.35,0.037,0.012,0.7,0.004,81.0,52.0,164.0
2021-12-17,-4.82,2.6,-9.9,50.04,67,35,220.05,0,3.2,1022.8,0.0,9.8,1.0,7:41,12:28:13,17:15,0 days 09:34:00,0 days 14:26:00,-1.11,-7.36,0.009,0.023,0.3,0.003,35.0,16.0,99.0
2021-12-18,-6.23,-1.9,-11.1,60.43,93,34,209.85,0,2.2,1023.6,6.9,9.6,0.9,7:41,12:28:42,17:16,0 days 09:35:00,0 days 14:25:00,-4.065,-8.665,0.026,0.012,0.4,0.003,24.0,13.0,76.0
2021-12-19,-0.79,4.0,-5.7,64.22,99,40,188.84,0,1.9,1017.4,6.9,9.2,0.7,7:42,12:29:12,17:16,0 days 09:34:00,0 days 14:26:00,1.605,-3.245,0.025,0.015,0.5,0.003,34.0,15.0,97.0
2021-12-20,4.9,11.0,-0.6,76.17,88,58,181.53,0,3.4,1016.3,2.6,8.8,0.8,7:43,12:29:42,17:17,0 days 09:34:00,0 days 14:26:00,7.95,2.1500000000000004,0.043,0.011,0.7,0.003,53.0,27.0,144.0
2021-12-21,5.68,8.5,1.5,73.39,98,37,213.03,0,3.0,1019.2,0.0,8.5,0.8,7:43,12:30:12,17:17,0 days 09:34:00,0 days 14:26:00,7.09,3.59,0.039,0.012,0.7,0.003,56.0,31.0,151.0
2021-12-22,2.2,8.0,-2.4,46.35,59,31,180.97,0,2.7,1025.0,0.0,8.2,0.8,7:44,12:30:42,17:18,0 days 09:34:00,0 days 14:26:00,5.1,-0.0999999999999998,0.035,0.009,0.5,0.003,33.0,18.0,95.0
2021-12-23,2.65,8.2,-1.4,54.17,67,37,234.53,0,1.8,1025.5,1.4,7.9,1.0,7:44,12:31:11,17:18,0 days 09:34:00,0 days 14:26:00,5.425,0.625,0.047,0.005,0.7,0.004,46.0,27.0,127.0
2021-12-24,0.46,3.2,-6.6,67.0,82,60,161.44,0,1.6,1019.6,5.0,7.6,0.9,7:45,12:31:41,17:19,0 days 09:34:00,0 days 14:26:00,1.83,-3.07,0.032,0.01,0.6,0.003,48.0,31.0,132.0
2021-12-25,-11.36,-8.3,-14.4,42.3,49,31,151.11,0,1.5,1017.4,6.5,7.4,0.6,7:45,12:32:11,17:19,0 days 09:34:00,0 days 14:26:00,-9.83,-12.88,0.009,0.024,0.3,0.003,25.0,13.0,78.0
2021-12-26,-12.15,-7.6,-15.4,42.83,52,31,282.48,0,1.8,1018.0,2.9,7.2,1.1,7:45,12:32:41,17:20,0 days 09:35:00,0 days 14:25:00,-9.875,-13.775,0.009,0.023,0.3,0.002,19.0,10.0,66.0
2021-12-27,-7.85,-4.0,-12.8,58.13,81,40,197.52,0,1.4,1019.4,0.5,7.0,1.0,7:46,12:33:10,17:21,0 days 09:35:00,0 days 14:25:00,-5.925,-10.325,0.036,0.007,0.5,0.003,31.0,17.0,91.0
2021-12-28,-4.27,-0.9,-8.4,73.83,90,58,193.36,0,1.6,1017.7,3.1,6.8,1.1,7:46,12:33:39,17:21,0 days 09:35:00,0 days 14:25:00,-2.585,-6.335,0.044,0.002,0.8,0.004,47.0,32.0,129.0
2021-12-29,0.57,5.5,-3.8,73.35,87,54,126.89,0,1.7,1016.2,4.8,6.7,0.8,7:46,12:34:09,17:22,0 days 09:36:00,0 days 14:24:00,3.035,-1.615,0.035,0.008,0.7,0.004,56.0,38.0,151.0
2021-12-30,-3.63,0.2,-6.7,48.96,61,35,242.87,0,2.6,1006.9,9.5,6.5,0.2,7:47,12:34:37,17:23,0 days 09:36:00,0 days 14:24:00,-1.715,-5.165,0.019,0.019,0.3,0.003,34.0,18.0,97.0
2021-12-31,-6.53,-4.0,-8.8,35.22,42,27,196.02,0,2.0,1006.8,5.8,6.4,0.4,7:47,12:35:06,17:24,0 days 09:37:00,0 days 14:23:00,-5.265000000000001,-7.665000000000001,0.012,0.028,0.3,0.003,25.0,8.0,78.0
